mean,std,skew,kurt,median,edge_density,avg_edge_intensity,low_freq_energy,high_freq_energy,betti_0,betti_1
40.97731018066406,51.7947284711827,0.6313912282270255,-1.3576968223827044,0.0,0.01696014404296875,76.99707602339181,13182.985557353508,12389.933105694725,1619.0,2391.0
27.597930908203125,48.03950082820244,1.2745233119569128,-0.22279203973138895,0.0,0.009456634521484375,64.9156918112142,10182.764231970028,9650.293888642198,1454.0,2082.0
32.51530838012695,62.1558126739712,1.6547522265094423,1.1267438207145206,0.0,0.01776885986328125,96.1099184199227,9945.14361901425,10656.887653191421,1136.0,1708.0
28.574321746826172,52.634432058016365,1.495482524619767,0.60311517914112,0.0,0.01575469970703125,76.9181598062954,8514.486016398843,8796.852578812961,930.0,1438.0
57.85591506958008,66.69551442312589,0.4690263866276667,-1.4816678851281195,0.0,0.01666259765625,83.41849816849818,13417.495393467132,13635.522679332818,1799.0,2741.0
39.43466567993164,56.22370815053593,1.2308789159837725,0.5611710890901076,0.0,0.01738739013671875,97.92387011847302,11965.300923225424,11349.158837158211,1848.0,2844.0
25.57208251953125,49.16674413021213,1.9633495497710605,3.580248134944548,0.0,0.015926361083984375,92.6148502994012,8757.653804161271,8586.242050922012,1051.0,1638.0
23.08289337158203,43.08341132202232,1.646167186531575,1.3650069661523183,0.0,0.017063140869140625,81.66107757657053,9985.647641110545,9993.669291478012,1072.0,1694.0
1.2874984741210938,17.71686678666024,13.9468955706595,193.94142431761284,0.0,0.00058746337890625,130.86363636363637,7969.245206729343,8581.4622016813,7.0,32.0
42.43316650390625,57.84311211404686,0.9546580723254744,-0.3188884424367924,0.0,0.01849365234375,81.82858910891089,10914.685654591016,10887.547497282856,1354.0,2277.0
27.731220245361328,56.408010593224624,1.747769175640568,1.4232796208934912,0.0,0.010349273681640625,58.63767047548839,8775.287925940902,9305.684703147164,908.0,1389.0
33.63065719604492,61.47059898866487,1.6909303906527378,1.6362485281789647,0.0,0.01361083984375,110.32847533632287,11147.550777235132,10591.547238651165,1365.0,2089.0
38.9889030456543,50.36128206042771,0.8112224748882674,-0.7362081075909797,0.0,0.006435394287109375,60.469472436277414,9439.280629608036,9427.511924867391,2110.0,3185.0
29.926300048828125,59.56333482817948,1.9880583170944774,3.076819924290932,0.0,0.018276214599609375,109.58672510958047,8741.918319101109,8342.06341397084,949.0,1482.0
56.65775680541992,73.76696395947937,0.8135639583483101,-0.8280209673473204,0.0,0.017002105712890625,87.20148081669284,10341.975407838505,10878.336810027911,2006.0,3299.0
47.9387321472168,54.19446224120819,0.5083579109617524,-1.1987473904686063,0.0,0.0154571533203125,68.93410661401776,13181.72213439816,13381.816018339989,2512.0,4014.0
53.445152282714844,67.6385245176893,0.5793391402928365,-1.5272999986397913,0.0,0.01230621337890625,87.54835709857409,10375.074620883932,10760.365201917652,1895.0,2698.0
79.64590072631836,79.77453904779159,0.33167732897075014,-1.3000958007958048,80.0,0.01593017578125,117.6580459770115,13965.8692370818,14020.776551684878,2769.0,4133.0
15.46573257446289,40.42173750790653,2.4757929409002113,4.619065091188738,0.0,0.0091094970703125,74.24916247906198,6572.077515805534,6749.210147289556,478.0,782.0
129.85436630249023,73.11494872677589,-0.6783664810591472,-0.9425454861426523,160.0,0.00811767578125,93.6640037593985,13890.168464474224,13886.478429982868,5132.0,6875.0
38.08089828491211,54.30666564543767,0.8483505851903383,-1.0943480905757637,0.0,0.016021728515625,93.06547619047619,14521.002225859542,14545.876018112647,1659.0,2357.0
44.52212142944336,67.1328064687299,1.1317524594633797,-0.21451295066133103,0.0,0.022541046142578125,116.40988322897276,8586.618636328787,8897.042469198404,1419.0,2011.0
44.019168853759766,63.058570601069874,1.0704323852140867,-0.24746170822014202,0.0,0.02039337158203125,104.9833520389076,12904.528782454518,12352.378456882941,1266.0,1752.0
38.504459381103516,67.68447739005303,1.4200473915100198,0.45745377438019386,0.0,0.015216827392578125,102.23715216846327,10221.300189338172,10132.291520942861,1418.0,2206.0
39.56704330444336,64.89744475713874,1.4223215810269232,0.7815788010781697,0.0,0.01004791259765625,123.43925588458617,8012.050483250141,8346.758227459004,1701.0,2575.0
40.23092269897461,61.14976483747932,1.3351108483092624,0.9903876608062032,0.0,0.021488189697265625,103.48908219421267,9565.179090346548,9049.015592396781,1944.0,3136.0
23.706092834472656,51.05041075525446,1.9037892542956472,2.0032965575689987,0.0,0.008331298828125,71.95054945054945,8863.360855002431,8906.356765309443,707.0,1111.0
43.02473449707031,69.67684681628346,1.2077758930866145,-0.1747684338126252,0.0,0.01421356201171875,108.1959205582394,10685.809710430507,10813.30604900397,1221.0,1716.0
36.254756927490234,49.393522533199935,0.9214831579252978,-0.6572083026462758,0.0,0.045749664306640625,94.10147586091887,11789.703831653183,12108.846203769048,1726.0,2628.0
42.47461700439453,74.76904628602924,1.383942589857711,0.22586055856571052,0.0,0.0194549560546875,105.03372549019608,9268.691879634254,10046.141370063038,1258.0,1821.0
64.94242858886719,74.83695251897323,0.5680096703117445,-1.2453365165512762,0.0,0.0721893310546875,129.14753751849503,9913.145132447447,9747.990930825252,3254.0,4527.0
27.117115020751953,45.15985905893681,1.596507844726609,1.5024334900172107,0.0,0.022106170654296875,77.55444348576358,12435.08789150612,11992.320909246591,1165.0,1873.0
55.81552505493164,68.87563804084829,0.5787325965227482,-1.4508078399713886,0.0,0.013294219970703125,80.42725968436154,11428.239822291978,11509.140248899816,2097.0,3095.0
42.721431732177734,57.4442761813415,0.8509546638388652,-0.766416852973284,0.0,0.011272430419921875,96.76108291032149,12928.583125229494,11510.247387139396,1568.0,2325.0
41.027587890625,57.85386263430112,0.9196531933378127,-0.7621320137296959,0.0,0.013568878173828125,60.89091931402868,12215.210565639072,11906.445306018082,1231.0,1946.0
32.86616134643555,56.543437540925545,1.42358074600115,0.6696424953732869,0.0,0.01349639892578125,105.35895986433013,9652.039984208232,9664.080664280864,983.0,1475.0
32.1544189453125,63.8519428576267,1.820089748829141,2.043879132079014,0.0,0.016590118408203125,120.95792136123247,14618.524624173802,15006.094993122082,837.0,1278.0
45.56022644042969,54.42687419087603,0.4711681302423591,-1.6104812215709208,0.0,0.009967803955078125,57.98430922311519,11463.931016161401,11818.94422642766,2071.0,2823.0
32.609474182128906,60.895329844422115,1.636495747353203,1.1956606286940277,0.0,0.01326751708984375,85.046578493387,9581.947180815225,9412.351490776718,816.0,1209.0
32.903812408447266,58.061143598692595,1.4381996959521381,0.44483416112413865,0.0,0.01406097412109375,73.37655995659252,8465.321451994581,9126.04211484206,837.0,1289.0
35.655487060546875,56.67622387316891,1.4268307600787733,0.9357155686692531,0.0,0.0557098388671875,100.0412215831279,8875.249841421675,8469.715497444577,2673.0,3857.0
44.16178512573242,61.18656961299956,0.8111116058894213,-1.0913353130174481,0.0,0.0148468017578125,88.44039054470709,10856.326389034413,11254.1971948716,1451.0,2026.0
39.92148208618164,72.97416739087238,1.5797878301954922,0.987046901003386,0.0,0.013690948486328125,101.29813318473113,8492.60862663125,8312.07573174815,1146.0,1889.0
22.133888244628906,43.99233251826858,2.060227980584877,3.7458261234180936,0.0,0.012920379638671875,87.18777679362267,9475.874751304653,9515.21730354156,945.0,1418.0
45.173858642578125,62.1136183636223,0.8246440004173968,-1.048996016377875,0.0,0.0194091796875,101.14720911949685,10416.869512495547,10497.29622922606,1670.0,2519.0
