mean,std,skew,kurt,median,edge_density,avg_edge_intensity,low_freq_energy,high_freq_energy,betti_0,betti_1
217.71221923828125,23.016805216404453,-8.082355165394615,75.13076178891488,217.0,0.0129241943359375,218.00118063754428,74798.49989136546,72350.92671831274,291.0,558.0
197.20445251464844,22.77965835541374,-2.850541700923813,31.474600248976706,190.0,0.0351409912109375,213.78940512375164,60418.66380346007,61980.31458017154,661.0,1234.0
206.7625732421875,13.315400509999911,2.0532128055790393,6.341367992731943,201.0,0.0233306884765625,223.5192936559843,22497.96360269023,22624.8576072203,592.0,991.0
207.03323364257812,27.28711814515375,-5.82090452761506,43.47842192921588,205.0,0.02056884765625,219.86275964391692,47209.0982116347,45228.05573609401,591.0,1036.0
160.7925567626953,83.63513676939336,0.1521272988404505,-1.8268531858218122,127.0,0.057708740234375,113.47593865679535,65261.186214711066,58717.90925621761,815.0,1336.0
213.85223388671875,17.465861578901393,-7.761096684970028,99.51690980840698,211.0,0.014373779296875,215.94585987261146,75200.7516189479,66636.4648165245,463.0,789.0
193.5966796875,21.138675912805386,-0.05721240373334244,14.156284504048777,184.0,0.0464324951171875,214.96352283930332,61575.76035275369,58002.1735123129,704.0,1274.0
168.8270263671875,36.49568405154135,0.2877634869238139,2.479824919000559,147.0,0.09185791015625,196.96279069767442,112151.95610105158,106650.7391590347,1058.0,1935.0
170.03697204589844,36.735204386857426,-0.07633763787448648,3.7162919955374187,150.0,0.09027099609375,198.8767748478702,94443.58598751746,91942.31006539662,989.0,1777.0
201.90658569335938,16.759324905170867,-0.3163250317613796,24.770946987843445,195.0,0.0318450927734375,217.11787254432198,61627.03889598752,59320.73044476315,589.0,1040.0
199.92620849609375,16.607669439403065,1.8553244146144106,3.770215090836772,192.0,0.0238037109375,219.7051282051282,41254.08757805215,38899.46371900144,872.0,1409.0
31.913803100585938,66.60989272429428,2.004794173387343,2.6802323563589114,0.0,0.0411376953125,137.05786350148367,40150.68087899804,38539.75793276414,468.0,852.0
50.28587341308594,78.24400420319814,1.29856149462713,0.21031106719426962,0.0,0.0595855712890625,151.710371318822,62250.61389228916,63625.394307999886,709.0,1333.0
160.85740661621094,84.95154244613505,0.11681232394081836,-1.8254993487819784,127.0,0.0555572509765625,108.73358967316672,65466.21506560253,63002.37561438069,676.0,1192.0
37.778472900390625,70.91172265654768,1.7254667027429764,1.5636570221312809,0.0,0.0818023681640625,124.9899272523783,91244.45475826258,93007.50489642487,841.0,1583.0
199.5027313232422,27.419560507930765,-4.517776099252599,33.8691556159621,195.0,0.02935791015625,205.68243243243242,118234.62148270184,121900.90166830241,538.0,975.0
205.92701721191406,18.685635751805894,-4.601865405351877,59.192749731653755,201.0,0.0211029052734375,216.40997830802604,73888.76679216795,83328.22464040403,562.0,1060.0
